2009:01:16:10:36:57 674:52463
2009:01:16:10:36:57 685:52762
2009:01:16:10:36:57 687:86200
2009:01:16:10:36:58 688:11429
2009:01:16:10:36:58 689:78172
2009:01:16:10:36:58 691:91075
2009:01:16:10:36:58 704:40473
2009:01:16:10:36:59 715:00497
2009:01:16:10:36:59 737:32089
2009:01:16:10:36:59 759:70697
2009:01:16:10:36:59 767:50965
2009:01:16:10:37:00 769:42364
2009:01:16:10:37:00 777:42673
2009:01:16:10:37:00 791:84496
2009:01:16:10:37:00 792:24451
2009:01:16:10:37:01 807:59583
2009:01:16:10:37:01 808:17968
2009:01:16:10:37:01 811:22220
2009:01:16:10:37:01 819:08659
2009:01:16:10:37:02 832:63676
2009:01:16:10:37:02 841:46987
2009:01:16:10:37:02 841:51162
2009:01:16:10:37:02 845:93330
2009:01:16:10:37:03 863:18625
2009:01:16:10:37:03 874:41917
2009:01:16:10:37:03 883:20868
2009:01:16:10:37:03 885:88121
2009:01:16:10:37:04 895:34612
2009:01:16:10:37:04 903:46562
2009:01:16:10:37:04 906:82049
2009:01:16:10:37:04 907:53710
2009:01:16:10:37:05 926:57710
2009:01:16:10:37:05 929:80103
2009:01:16:10:37:05 937:05513
2009:01:16:10:37:05 940:50011
2009:01:16:10:37:06 960:04148
2009:01:16:10:37:06 962:83693
2009:01:16:10:37:06 966:26247
2009:01:16:10:37:06 985:06501
2009:01:16:10:37:07 986:60967
2009:01:16:10:37:07 991:55624
2009:01:16:10:36:42 11:72020
2009:01:16:10:36:42 20:19785
2009:01:16:10:36:42 36:62185
2009:01:16:10:36:44 91:05774
2009:01:16:10:36:44 93:88544
2009:01:16:10:36:44 113:78075
2009:01:16:10:36:44 115:87503
2009:01:16:10:36:45 116:43500
2009:01:16:10:36:45 127:72476
2009:01:16:10:36:45 137:37135
2009:01:16:10:36:45 139:49911
2009:01:16:10:36:46 143:30467
2009:01:16:10:36:46 152:05508
2009:01:16:10:36:46 152:62436
2009:01:16:10:36:46 166:05853
2009:01:16:10:36:47 173:28048
2009:01:16:10:36:47 176:40039
2009:01:16:10:36:47 179:59432
2009:01:16:10:36:48 195:19854
2009:01:16:10:36:48 230:83470
2009:01:16:10:36:48 251:31669
2009:01:16:10:36:48 272:10259
2009:01:16:10:36:49 282:72510
2009:01:16:10:36:49 290:36567
2009:01:16:10:36:49 290:49687
2009:01:16:10:36:49 291:21151
2009:01:16:10:36:50 306:04802
2009:01:16:10:36:50 311:86729
2009:01:16:10:36:50 322:81581
2009:01:16:10:36:50 324:15724
2009:01:16:10:36:51 327:00524
2009:01:16:10:36:51 328:83554
2009:01:16:10:36:51 331:36795
2009:01:16:10:36:51 331:89774
2009:01:16:10:36:52 334:02483
2009:01:16:10:36:52 340:16761
2009:01:16:10:36:52 350:77738
2009:01:16:10:36:52 375:95748
2009:01:16:10:36:53 406:53667
2009:01:16:10:36:53 425:03233
2009:01:16:10:36:53 425:48058
2009:01:16:10:36:53 455:95456
2009:01:16:10:36:54 459:69234
2009:01:16:10:36:54 505:56804
2009:01:16:10:36:54 530:98288
2009:01:16:10:36:54 575:46084
2009:01:16:10:36:55 586:25371
2009:01:16:10:36:55 589:28091
2009:01:16:10:36:55 593:46417
2009:01:16:10:36:55 602:50218
2009:01:16:10:36:56 656:44588
2009:01:16:10:36:56 657:12404
2009:01:16:10:36:56 657:89427
2009:01:16:10:36:56 658:91288
2009:01:16:10:36:57 663:38054
2009:01:16:10:36:57 674:52463
2009:01:16:10:36:57 685:52762
2009:01:16:10:36:57 687:86200
2009:01:16:10:36:58 688:11429
2009:01:16:10:36:58 689:78172
2009:01:16:10:36:58 691:91075
2009:01:16:10:36:58 704:40473
2009:01:16:10:36:59 715:00497
2009:01:16:10:36:59 737:32089
2009:01:16:10:36:59 759:70697
2009:01:16:10:36:59 767:50965
2009:01:16:10:37:00 769:42364
2009:01:16:10:37:00 777:42673
2009:01:16:10:37:00 791:84496
2009:01:16:10:37:00 792:24451
2009:01:16:10:37:01 807:59583
2009:01:16:10:37:01 808:17968
2009:01:16:10:37:01 811:22220
2009:01:16:10:37:01 819:08659
2009:01:16:10:37:02 832:63676
2009:01:16:10:37:02 841:46987
2009:01:16:10:37:02 841:51162
2009:01:16:10:37:02 845:93330
2009:01:16:10:37:03 863:18625
2009:01:16:10:37:03 874:41917
2009:01:16:10:37:03 883:20868
2009:01:16:10:37:03 885:88121
2009:01:16:10:37:04 895:34612
2009:01:16:10:37:04 903:46562
2009:01:16:10:37:04 906:82049
2009:01:16:10:37:04 907:53710
2009:01:16:10:37:05 926:57710
2009:01:16:10:37:05 929:80103
2009:01:16:10:37:05 937:05513
2009:01:16:10:37:05 940:50011
2009:01:16:10:37:06 960:04148
2009:01:16:10:37:06 962:83693
2009:01:16:10:37:06 966:26247
2009:01:16:10:37:06 985:06501
2009:01:16:10:37:07 986:60967
2009:01:16:10:37:07 991:55624
2009:01:16:10:36:42 11:72020
2009:01:16:10:36:42 20:19785
2009:01:16:10:36:42 36:62185
2009:01:16:10:36:44 91:05774
2009:01:16:10:36:44 93:88544
2009:01:16:10:36:44 113:78075
2009:01:16:10:36:44 115:87503
2009:01:16:10:36:45 116:43500
2009:01:16:10:36:45 127:72476
2009:01:16:10:36:45 137:37135
2009:01:16:10:36:45 139:49911
2009:01:16:10:36:46 143:30467
2009:01:16:10:36:46 152:05508
2009:01:16:10:36:46 152:62436
2009:01:16:10:36:46 166:05853
2009:01:16:10:36:47 173:28048
2009:01:16:10:36:47 176:40039
2009:01:16:10:36:47 179:59432
2009:01:16:10:36:48 195:19854
2009:01:16:10:36:48 230:83470
2009:01:16:10:36:48 251:31669
2009:01:16:10:36:48 272:10259
2009:01:16:10:36:49 282:72510
2009:01:16:10:36:49 290:36567
2009:01:16:10:36:49 290:49687
2009:01:16:10:36:49 291:21151
2009:01:16:10:36:50 306:04802
2009:01:16:10:36:50 311:86729
2009:01:16:10:36:50 322:81581
2009:01:16:10:36:50 324:15724
2009:01:16:10:36:51 327:00524
2009:01:16:10:36:51 328:83554
2009:01:16:10:36:51 331:36795
2009:01:16:10:36:51 331:89774
2009:01:16:10:36:52 334:02483
2009:01:16:10:36:52 340:16761
2009:01:16:10:36:52 350:77738
2009:01:16:10:36:52 375:95748
2009:01:16:10:36:53 406:53667
2009:01:16:10:36:53 425:03233
2009:01:16:10:36:53 425:48058
2009:01:16:10:36:53 455:95456
2009:01:16:10:36:54 459:69234
2009:01:16:10:36:54 505:56804
2009:01:16:10:36:54 530:98288
2009:01:16:10:36:54 575:46084
2009:01:16:10:36:55 586:25371
2009:01:16:10:36:55 589:28091
2009:01:16:10:36:55 593:46417
2009:01:16:10:36:55 602:50218
2009:01:16:10:36:56 656:44588
2009:01:16:10:36:56 657:12404
2009:01:16:10:36:56 657:89427
2009:01:16:10:36:56 658:91288
2009:01:16:10:36:57 663:38054
2009:01:16:10:36:57 674:52463
2009:01:16:10:36:57 685:52762
2009:01:16:10:36:57 687:86200
2009:01:16:10:36:58 688:11429
2009:01:16:10:36:58 689:78172
2009:01:16:10:36:58 691:91075
2009:01:16:10:36:58 704:40473
2009:01:16:10:36:59 715:00497
2009:01:16:10:36:59 737:32089
2009:01:16:10:36:59 759:70697
2009:01:16:10:36:59 767:50965
2009:01:16:10:37:00 769:42364
2009:01:16:10:37:00 777:42673
2009:01:16:10:37:00 791:84496
2009:01:16:10:37:00 792:24451
2009:01:16:10:37:01 807:59583
2009:01:16:10:37:01 808:17968
2009:01:16:10:37:01 811:22220
2009:01:16:10:37:01 819:08659
2009:01:16:10:37:02 832:63676
2009:01:16:10:37:02 841:46987
2009:01:16:10:37:02 841:51162
2009:01:16:10:37:02 845:93330
2009:01:16:10:37:03 863:18625
2009:01:16:10:37:03 874:41917
2009:01:16:10:37:03 883:20868
2009:01:16:10:37:03 885:88121
2009:01:16:10:37:04 895:34612
2009:01:16:10:37:04 903:46562
2009:01:16:10:37:04 906:82049
2009:01:16:10:37:04 907:53710
2009:01:16:10:37:05 926:57710
2009:01:16:10:37:05 929:80103
2009:01:16:10:37:05 937:05513
2009:01:16:10:37:05 940:50011
2009:01:16:10:37:06 960:04148
2009:01:16:10:37:06 962:83693
2009:01:16:10:37:06 966:26247
2009:01:16:10:37:06 985:06501
2009:01:16:10:37:07 986:60967
2009:01:16:10:37:07 991:55624
2009:01:16:10:36:42 11:72020
2009:01:16:10:36:42 20:19785
2009:01:16:10:36:42 36:62185
2009:01:16:10:36:44 91:05774
2009:01:16:10:36:44 93:88544
2009:01:16:10:36:44 113:78075
2009:01:16:10:36:44 115:87503
2009:01:16:10:36:45 116:43500
2009:01:16:10:36:45 127:72476
2009:01:16:10:36:45 137:37135
2009:01:16:10:36:45 139:49911
2009:01:16:10:36:46 143:30467
2009:01:16:10:36:46 152:05508
2009:01:16:10:36:46 152:62436
2009:01:16:10:36:46 166:05853
2009:01:16:10:36:47 173:28048
2009:01:16:10:36:47 176:40039
2009:01:16:10:36:47 179:59432
2009:01:16:10:36:48 195:19854
2009:01:16:10:36:48 230:83470
2009:01:16:10:36:48 251:31669
2009:01:16:10:36:48 272:10259
2009:01:16:10:36:49 282:72510
2009:01:16:10:36:49 290:36567
2009:01:16:10:36:49 290:49687
2009:01:16:10:36:49 291:21151
2009:01:16:10:36:50 306:04802
2009:01:16:10:36:50 311:86729
2009:01:16:10:36:50 322:81581
2009:01:16:10:36:50 324:15724
2009:01:16:10:36:51 327:00524
2009:01:16:10:36:51 328:83554
2009:01:16:10:36:51 331:36795
2009:01:16:10:36:51 331:89774
2009:01:16:10:36:52 334:02483
2009:01:16:10:36:52 340:16761
2009:01:16:10:36:52 350:77738
2009:01:16:10:36:52 375:95748
2009:01:16:10:36:53 406:53667
2009:01:16:10:36:53 425:03233
2009:01:16:10:36:53 425:48058
2009:01:16:10:36:53 455:95456
2009:01:16:10:36:54 459:69234
2009:01:16:10:36:54 505:56804
2009:01:16:10:36:54 530:98288
2009:01:16:10:36:54 575:46084
2009:01:16:10:36:55 586:25371
2009:01:16:10:36:55 589:28091
2009:01:16:10:36:55 593:46417
2009:01:16:10:36:55 602:50218
2009:01:16:10:36:56 656:44588
2009:01:16:10:36:56 657:12404
2009:01:16:10:36:56 657:89427
2009:01:16:10:36:56 658:91288
2009:01:16:10:36:57 663:38054
2009:01:16:10:36:57 674:52463
2009:01:16:10:36:57 685:52762
2009:01:16:10:36:57 687:86200
2009:01:16:10:36:58 688:11429
2009:01:16:10:36:58 689:78172
2009:01:16:10:36:58 691:91075
2009:01:16:10:36:58 704:40473
2009:01:16:10:36:59 715:00497
2009:01:16:10:36:59 737:32089
2009:01:16:10:36:59 759:70697
2009:01:16:10:36:59 767:50965
2009:01:16:10:37:00 769:42364
2009:01:16:10:37:00 777:42673
2009:01:16:10:37:00 791:84496
2009:01:16:10:37:00 792:24451
2009:01:16:10:37:01 807:59583
2009:01:16:10:37:01 808:17968
2009:01:16:10:37:01 811:22220
2009:01:16:10:37:01 819:08659
2009:01:16:10:37:02 832:63676
2009:01:16:10:37:02 841:46987
2009:01:16:10:37:02 841:51162
2009:01:16:10:37:02 845:93330
2009:01:16:10:37:03 863:18625
2009:01:16:10:37:03 874:41917
2009:01:16:10:37:03 883:20868
2009:01:16:10:37:03 885:88121
2009:01:16:10:37:04 895:34612
2009:01:16:10:37:04 903:46562
2009:01:16:10:37:04 906:82049
2009:01:16:10:37:04 907:53710
2009:01:16:10:37:05 926:57710
2009:01:16:10:37:05 929:80103
2009:01:16:10:37:05 937:05513
2009:01:16:10:37:05 940:50011
2009:01:16:10:37:06 960:04148
2009:01:16:10:37:06 962:83693
2009:01:16:10:37:06 966:26247
2009:01:16:10:37:06 985:06501
2009:01:16:10:37:07 986:60967
2009:01:16:10:37:07 991:55624
2009:01:16:10:36:42 11:72020
2009:01:16:10:36:42 20:19785
2009:01:16:10:36:42 36:62185
2009:01:16:10:36:44 91:05774
2009:01:16:10:36:44 93:88544
2009:01:16:10:36:44 113:78075
2009:01:16:10:36:44 115:87503
2009:01:16:10:36:45 116:43500
2009:01:16:10:36:45 127:72476
2009:01:16:10:36:45 137:37135
2009:01:16:10:36:45 139:49911
2009:01:16:10:36:46 143:30467
2009:01:16:10:36:46 152:05508
2009:01:16:10:36:46 152:62436
2009:01:16:10:36:46 166:05853
2009:01:16:10:36:47 173:28048
2009:01:16:10:36:47 176:40039
2009:01:16:10:36:47 179:59432
2009:01:16:10:36:48 195:19854
2009:01:16:10:36:48 230:83470
2009:01:16:10:36:48 251:31669
2009:01:16:10:36:48 272:10259
2009:01:16:10:36:49 282:72510
2009:01:16:10:36:49 290:36567
2009:01:16:10:36:49 290:49687
2009:01:16:10:36:49 291:21151
2009:01:16:10:36:50 306:04802
2009:01:16:10:36:50 311:86729
2009:01:16:10:36:50 322:81581
2009:01:16:10:36:50 324:15724
2009:01:16:10:36:51 327:00524
2009:01:16:10:36:51 328:83554
2009:01:16:10:36:51 331:36795
2009:01:16:10:36:51 331:89774
2009:01:16:10:36:52 334:02483
2009:01:16:10:36:52 340:16761
2009:01:16:10:36:52 350:77738
2009:01:16:10:36:52 375:95748
2009:01:16:10:36:53 406:53667
2009:01:16:10:36:53 425:03233
2009:01:16:10:36:53 425:48058
2009:01:16:10:36:53 455:95456
2009:01:16:10:36:54 459:69234
2009:01:16:10:36:54 505:56804
2009:01:16:10:36:54 530:98288
2009:01:16:10:36:54 575:46084
2009:01:16:10:36:55 586:25371
2009:01:16:10:36:55 589:28091
2009:01:16:10:36:55 593:46417
2009:01:16:10:36:55 602:50218
2009:01:16:10:36:56 656:44588
2009:01:16:10:36:56 657:12404
2009:01:16:10:36:56 657:89427
2009:01:16:10:36:56 658:91288
2009:01:16:10:36:57 663:38054
2009:01:16:10:36:57 674:52463
2009:01:16:10:36:57 685:52762
2009:01:16:10:36:57 687:86200
2009:01:16:10:36:58 688:11429
2009:01:16:10:36:58 689:78172
2009:01:16:10:36:58 691:91075
2009:01:16:10:36:58 704:40473
2009:01:16:10:36:59 715:00497
2009:01:16:10:36:59 737:32089
2009:01:16:10:36:59 759:70697
2009:01:16:10:36:59 767:50965
2009:01:16:10:37:00 769:42364
2009:01:16:10:37:00 777:42673
2009:01:16:10:37:00 791:84496
2009:01:16:10:37:00 792:24451
2009:01:16:10:37:01 807:59583
2009:01:16:10:37:01 808:17968
2009:01:16:10:37:01 811:22220
2009:01:16:10:37:01 819:08659
2009:01:16:10:37:02 832:63676
2009:01:16:10:37:02 841:46987
2009:01:16:10:37:02 841:51162
2009:01:16:10:37:02 845:93330
2009:01:16:10:37:03 863:18625
2009:01:16:10:37:03 874:41917
2009:01:16:10:37:03 883:20868
2009:01:16:10:37:03 885:88121
2009:01:16:10:37:04 895:34612
2009:01:16:10:37:04 903:46562
2009:01:16:10:37:04 906:82049
2009:01:16:10:37:04 907:53710
2009:01:16:10:37:05 926:57710
2009:01:16:10:37:05 929:80103
2009:01:16:10:37:05 937:05513
2009:01:16:10:37:05 940:50011
2009:01:16:10:37:06 960:04148
2009:01:16:10:37:06 962:83693
2009:01:16:10:37:06 966:26247
2009:01:16:10:37:06 985:06501
2009:01:16:10:37:07 986:60967
2009:01:16:10:37:07 991:55624
2009:01:16:10:36:42 11:72020
2009:01:16:10:36:42 20:19785
2009:01:16:10:36:42 36:62185
2009:01:16:10:36:44 91:05774
2009:01:16:10:36:44 93:88544
2009:01:16:10:36:44 113:78075
2009:01:16:10:36:44 115:87503
2009:01:16:10:36:45 116:43500
2009:01:16:10:36:45 127:72476
2009:01:16:10:36:45 137:37135
2009:01:16:10:36:45 139:49911
2009:01:16:10:36:46 143:30467
2009:01:16:10:36:46 152:05508
2009:01:16:10:36:46 152:62436
2009:01:16:10:36:46 166:05853
2009:01:16:10:36:47 173:28048
2009:01:16:10:36:47 176:40039
2009:01:16:10:36:47 179:59432
2009:01:16:10:36:48 195:19854
2009:01:16:10:36:48 230:83470
2009:01:16:10:36:48 251:31669
2009:01:16:10:36:48 272:10259
2009:01:16:10:36:49 282:72510
2009:01:16:10:36:49 290:36567
2009:01:16:10:36:49 290:49687
2009:01:16:10:36:49 291:21151
2009:01:16:10:36:50 306:04802
2009:01:16:10:36:50 311:86729
2009:01:16:10:36:50 322:81581
2009:01:16:10:36:50 324:15724
2009:01:16:10:36:51 327:00524
2009:01:16:10:36:51 328:83554
2009:01:16:10:36:51 331:36795
2009:01:16:10:36:51 331:89774
2009:01:16:10:36:52 334:02483
2009:01:16:10:36:52 340:16761
2009:01:16:10:36:52 350:77738
2009:01:16:10:36:52 375:95748
2009:01:16:10:36:53 406:53667
2009:01:16:10:36:53 425:03233
2009:01:16:10:36:53 425:48058
2009:01:16:10:36:53 455:95456
2009:01:16:10:36:54 459:69234
2009:01:16:10:36:54 505:56804
2009:01:16:10:36:54 530:98288
2009:01:16:10:36:54 575:46084
2009:01:16:10:36:55 586:25371
2009:01:16:10:36:55 589:28091
2009:01:16:10:36:55 593:46417
2009:01:16:10:36:55 602:50218
2009:01:16:10:36:56 656:44588
2009:01:16:10:36:56 657:12404
2009:01:16:10:36:56 657:89427
2009:01:16:10:36:56 658:91288
2009:01:16:10:36:57 663:38054
2009:01:16:10:36:57 674:52463
2009:01:16:10:36:57 685:52762
2009:01:16:10:36:57 687:86200
2009:01:16:10:36:58 688:11429
2009:01:16:10:36:58 689:78172
2009:01:16:10:36:58 691:91075
2009:01:16:10:36:58 704:40473
2009:01:16:10:36:59 715:00497
2009:01:16:10:36:59 737:32089
2009:01:16:10:36:59 759:70697
2009:01:16:10:36:59 767:50965
2009:01:16:10:37:00 769:42364
2009:01:16:10:37:00 777:42673
2009:01:16:10:37:00 791:84496
2009:01:16:10:37:00 792:24451
2009:01:16:10:37:01 807:59583
2009:01:16:10:37:01 808:17968
2009:01:16:10:37:01 811:22220
2009:01:16:10:37:01 819:08659
2009:01:16:10:37:02 832:63676
2009:01:16:10:37:02 841:46987
2009:01:16:10:37:02 841:51162
2009:01:16:10:37:02 845:93330
2009:01:16:10:37:03 863:18625
2009:01:16:10:37:03 874:41917
2009:01:16:10:37:03 883:20868
2009:01:16:10:37:03 885:88121
2009:01:16:10:37:04 895:34612
2009:01:16:10:37:04 903:46562
2009:01:16:10:37:04 906:82049
2009:01:16:10:37:04 907:53710
2009:01:16:10:37:05 926:57710
2009:01:16:10:37:05 929:80103
2009:01:16:10:37:05 937:05513
2009:01:16:10:37:05 940:50011
2009:01:16:10:37:06 960:04148
2009:01:16:10:37:06 962:83693
2009:01:16:10:37:06 966:26247
2009:01:16:10:37:06 985:06501
2009:01:16:10:37:07 986:60967
2009:01:16:10:37:07 991:55624
